Block,City,Zip,CrimeCode,CrimeDescription,AgencyId,Location 1
1400 162ND AV,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69883574, -122.11531169)"
1400 162ND AV,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69858889, -122.11560146)"
1400 162ND AV,SAN LEANDRO,94578,13A,ATTEMPT MURDER,ACSO,"(37.69883574, -122.11531169)"
1400 162ND AV,SAN LEANDRO,94578,100,KIDNAPPING,ACSO,"(37.69878695, -122.11537044)"
1400 162ND AV,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.69861415, -122.11557325)"
1400 163RD AV,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.6973694, -122.11381232)"
1400 163RD AV,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.6973694, -122.11381232)"
1400 163RD AV,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.6971385, -122.11409063)"
1400 163RD AV,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69718724, -122.11403221)"
1400 163RD AV,SAN LEANDRO,94578,13A,FORCE OR ADW NOT FIREARM:GBI LIKELY,ACSO,"(37.69718724, -122.11403221)"
1400 163RD AV,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.69729314, -122.11383752)"
1400 163RD AV,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69728167, -122.11385154)"
1400 163RD AV,SAN LEANDRO,94578,13B,BATTERY ON PERSON,ACSO,"(37.6973694, -122.11381232)"
1400 163RD AV,SAN LEANDRO,94578,11D,SEXUAL BATTERY -AGAINST VICTIM`S WILL FOR SEXUAL AROUSAL,ACSO,"(37.69721161, -122.114003)"
1400 163RD AV,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.69718724, -122.11403221)"
1400 163RD AV,SAN LEANDRO,94578,13B,WILLFUL CRUELTY TO CHILD,ACSO,"(37.69712631, -122.11410523)"
1400 164TH AV,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69606241, -122.11197833)"
1400 164TH AV,SAN LEANDRO,94578,13B,BATTERY W/SERIOUS BODILY INJURY,ACSO,"(37.69606241, -122.11197833)"
1400 164TH AV,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.69614895, -122.11187454)"
1400 164TH AV,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69614895, -122.11187454)"
1400 164TH AV,SAN LEANDRO,94578,13A,EXHIBIT FIREARM,ACSO,"(37.69614895, -122.11187454)"
1400 164TH AV,SAN LEANDRO,94578,13A,EXHIBIT FIREARM,ACSO,"(37.69591436, -122.11215665)"
1400 164TH AV,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.69614895, -122.11187454)"
1400 164TH AV,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.69614895, -122.11187454)"
1400 164TH AV,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69614895, -122.11187454)"
1400 164TH AV,SAN LEANDRO,94578,13A,FORCE OR ADW NOT FIREARM:GBI LIKELY,ACSO,"(37.69606241, -122.11197833)"
1400 165TH AV,SAN LEANDRO,94578,13A,EXHIBIT FIREARM,ACSO,"(37.69439105, -122.11082883)"
1400 165TH AV,SAN LEANDRO,94578,13B,BATTERY W/SERIOUS BODILY INJURY,ACSO,"(37.69469206, -122.11041446)"
1400 165TH AV,SAN LEANDRO,94578,13B,BATTERY ON PERSON,ACSO,"(37.69445794, -122.11073675)"
1400 165TH AV,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.69469206, -122.11041446)"
1400 165TH AV,SAN LEANDRO,94578,13A,WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH,ACSO,"(37.6947924, -122.11027634)"
1400 165TH AV,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.6947924, -122.11027634)"
1400 165TH AV,SAN LEANDRO,94578,11C,SEXUAL PENETRATION W/FOREIGN OBJ:VICTIM INCAPABLE CONSENT,ACSO,"(37.69501765, -122.10991169)"
1400 165TH AV,SAN LEANDRO,94578,13A,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,ACSO,"(37.69445794, -122.11073675)"
1400 165TH AV,SAN LEANDRO,94578,09A,MURDER,ACSO,"(37.69469206, -122.11041446)"
1400 165TH AV,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.6947924, -122.11027634)"
1400 165TH AV,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.6947924, -122.11027634)"
1400 165TH AV,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69445794, -122.11073675)"
1400 165TH AV,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69445794, -122.11073675)"
1400 165TH AV,SAN LEANDRO,94578,11D,SEXUAL BATTERY,ACSO,"(37.69501765, -122.10991169)"
1400 165TH AV,SAN LEANDRO,94578,11D,ANNOY/ETC CHILD UNDER 18,ACSO,"(37.69501765, -122.10991169)"
1400 165TH AV,SAN LEANDRO,94578,13A,CAUSE HARM/DEATH OF ELDER /DEPENDENT ADULT,ACSO,"(37.69473841, -122.11029535)"
1400 166TH AV,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69348513, -122.10998494)"
1400 166TH AV,SAN LEANDRO,94578,13A,WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH,ACSO,"(37.69348513, -122.10998494)"
1400 167TH AV,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.69348503, -122.10790671)"
1400 167TH AV,SAN LEANDRO,94578,13B,WILLFUL CRUELTY TO CHILD,ACSO,"(37.69348503, -122.10790671)"
1400 167TH AV,SAN LEANDRO,94578,13A,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,ACSO,"(37.69326259, -122.10821195)"
1400 167TH AV,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69348503, -122.10790671)"
1400 167TH AV,SAN LEANDRO,94578,13B,WILLFUL CRUELTY TO CHILD,ACSO,"(37.69348503, -122.10790671)"
1400 167TH AV,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69348503, -122.10790671)"
1400 167TH AV,SAN LEANDRO,94578,13B,BATTERY W/SERIOUS BODILY INJURY,ACSO,"(37.69337381, -122.10805933)"
1400 167TH AV,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.69326259, -122.10821195)"
1400 167TH AV,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.69326259, -122.10821195)"
1400 167TH AV,SAN LEANDRO,94578,13A,FORCE OR ADW NOT FIREARM:GBI LIKELY,ACSO,"(37.69348503, -122.10790671)"
1400 167TH AV,SAN LEANDRO,94578,13B,BATTERY ON PERSON,ACSO,"(37.69348503, -122.10790671)"
1400 167TH AV,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69348503, -122.10790671)"
1400 167TH AV,SAN LEANDRO,94578,13B,BATTERY W/SERIOUS BODILY INJURY,ACSO,"(37.69356439, -122.10774645)"
1400 167TH AV,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.69348503, -122.10790671)"
1400 167TH AV,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69337381, -122.10805933)"
1400 167TH AV,SAN LEANDRO,94578,13B,BATTERY ON PERSON,ACSO,"(37.69348503, -122.10790671)"
1400 167TH AV,SAN LEANDRO,94578,13B,BATTERY ON PERSON,ACSO,"(37.69348503, -122.10790671)"
1400 167TH AV,SAN LEANDRO,94578,13B,BATTERY ON PERSON,ACSO,"(37.69356439, -122.10774645)"
1400 167TH AV,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.69348503, -122.10790671)"
1400 167TH AV,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.69348503, -122.10790671)"
1400 167TH AV,SAN LEANDRO,94578,13B,WILLFUL CRUELTY TO CHILD,ACSO,"(37.69348503, -122.10790671)"
1400 167TH AV,SAN LEANDRO,94578,13B,OBSTRUCT/RESIST EXECUTIVE OFFICER,ACSO,"(37.69348503, -122.10790671)"
1400 167TH AV,SAN LEANDRO,94578,13B,BATTERY ON PERSON,ACSO,"(37.69348503, -122.10790671)"
1400 167TH AV,SAN LEANDRO,94578,13B,BATTERY AGAINST POLICE OFFICER,ACSO,"(37.69348503, -122.10790671)"
1400 167TH AV,SAN LEANDRO,94578,11A,RAPE SPOUSE BY FORCE/FEAR/ETC,ACSO,"(37.69348503, -122.10790671)"
1400 168TH AV,SAN LEANDRO,94578,13B,BATTERY ON PERSON,ACSO,"(37.69229686, -122.10753885)"
1400 168TH AV,SAN LEANDRO,94578,13A,ATTEMPT MURDER,ACSO,"(37.69217334, -122.10770717)"
1400 BOCKMAN RD,SAN LORENZO,94580,13A,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,ACSO,"(37.67011288, -122.13558551)"
1400 BUENA VISTA AV,LIVERMORE,94550,13A,FORCE OR ADW NOT FIREARM:GBI LIKELY,ACSO,"(37.67791657, -121.7352627)"
1400 BUENA VISTA AV,LIVERMORE,94550,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.67791657, -121.7352627)"
1400 BUENA VISTA AV,LIVERMORE,94550,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.67791657, -121.7352627)"
1400 CRESCENT AV,CASTRO VALLEY,94546,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.68118237, -122.07831701)"
1400 CRESCENT AV,CASTRO VALLEY,94546,13B,BATTERY W/SERIOUS BODILY INJURY,ACSO,"(37.68124734, -122.07826896)"
1400 CRESCENT AV,CASTRO VALLEY,94546,13B,BATTERY ON PEACE OFFICER/EMERGENCY PERSONNEL/ETC,ACSO,"(37.68124734, -122.07826896)"
1400 E 31ST ST,OAKLAND,94602,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.79933232, -122.23172755)"
1400 ORIOLE AV,SAN LEANDRO,94578,13A,SHOOT AT INHABITED DWELLING/VEHICLE/ETC,ACSO,"(37.70315326, -122.12220515)"
1400 ORIOLE AV,SAN LEANDRO,94578,13B,BATTERY ON PERSON,ACSO,"(37.7032173, -122.12220333)"
1400 ORIOLE AV,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.70315326, -122.12220515)"
1400 PINE ST,LIVERMORE,94551,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.68876414, -121.78154345)"
1400 PLAZA DR,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.70299379, -122.12313671)"
1400 PLAZA DR,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.70299379, -122.12313671)"
1400 PLAZA DR,SAN LEANDRO,94578,100,FALSE IMPRISONMENT,ACSO,"(37.70335349, -122.12312558)"
1400 PLAZA DR,SAN LEANDRO,94578,13B,BATTERY ON PERSON,ACSO,"(37.70262527, -122.12318269)"
1400 PLAZA DR,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.70273401, -122.12314475)"
1400 THRUSH AV,SAN LEANDRO,94578,13A,WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH,ACSO,"(37.70177498, -122.1212698)"
1400 VIA BUENA VISTA,SAN LORENZO,94580,13A,EXHIBIT FIREARM,ACSO,"(37.66524085, -122.13339627)"
1400 VIA EL MONTE,SAN LORENZO,94580,13B,WILLFUL CRUELTY TO CHILD,ACSO,"(37.67352423, -122.13814309)"
1400 VIA EL MONTE,SAN LORENZO,94580,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.67352423, -122.13814309)"
1400 VIA MANZANAS,SAN LORENZO,94580,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.67141603, -122.13669017)"
14600 AURELIA WY,SAN LEANDRO,94578,13A,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,ACSO,"(37.71525287, -122.12451205)"
14600 SATURN DR,SAN LEANDRO,94578,13B,WILLFUL CRUELTY TO CHILD,ACSO,"(37.7135125, -122.12884624)"
14900 WESTERN AV,SAN LEANDRO,94578,09A,MURDER,ACSO,"(37.70289057, -122.13460723)"
15000 E 14TH ST,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.70506339, -122.12824815)"
15000 FOOTHILL BL,SAN LEANDRO,94578,13B,BATTERY ON PERSON,ACSO,"(37.7098909, -122.12296724)"
15000 FOOTHILL BL,SAN LEANDRO,94578,13A,WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH,ACSO,"(37.7098909, -122.12296724)"
15000 FOOTHILL BL,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.7098909, -122.12296724)"
15000 FOOTHILL BL,SAN LEANDRO,94578,100,KIDNAPPING,ACSO,"(37.7098909, -122.12296724)"
15000 FOOTHILL BL,SAN LEANDRO,94578,13A,WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH,ACSO,"(37.7098909, -122.12296724)"
15000 FOOTHILL BL,SAN LEANDRO,94578,13B,WILLFUL CRUELTY TO CHILD,ACSO,"(37.7098909, -122.12296724)"
15000 FOOTHILL BL,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.7098909, -122.12296724)"
15000 FOOTHILL BL,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.7098909, -122.12296724)"
15000 FOOTHILL BL,SAN LEANDRO,94578,13B,WILLFUL CRUELTY TO CHILD,ACSO,"(37.7098909, -122.12296724)"
15000 FOOTHILL BL,SAN LEANDRO,94578,13A,WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH,ACSO,"(37.7098909, -122.12296724)"
15000 FOOTHILL BL,SAN LEANDRO,94578,13A,WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH,ACSO,"(37.7098909, -122.12296724)"
15000 FOOTHILL BL,SAN LEANDRO,94578,13B,BATTERY ON PERSON,ACSO,"(37.7098909, -122.12296724)"
15000 FOOTHILL BL,SAN LEANDRO,94578,13B,BATTERY ON PERSON,ACSO,"(37.7098909, -122.12296724)"
15000 FOOTHILL BL,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.7098909, -122.12296724)"
15000 FOOTHILL BL,SAN LEANDRO,94578,13B,BATTERY ON PERSON,ACSO,"(37.7098909, -122.12296724)"
15000 FOOTHILL BL,SAN LEANDRO,94578,100,FALSE IMPRISONMENT,ACSO,"(37.7098909, -122.12296724)"
15000 FOOTHILL BL,SAN LEANDRO,94578,13A,WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH,ACSO,"(37.7098909, -122.12296724)"
15000 FOOTHILL BL,SAN LEANDRO,94578,13A,FORCE OR ADW NOT FIREARM:GBI LIKELY,ACSO,"(37.7098909, -122.12296724)"
15000 FOOTHILL BL,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.7098909, -122.12296724)"
15000 FOOTHILL BL,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.7098909, -122.12296724)"
15000 FOOTHILL BL,SAN LEANDRO,94578,13B,BATTERY ON PERSON,ACSO,"(37.7098909, -122.12296724)"
15000 FOOTHILL BL,SAN LEANDRO,94578,13B,BATTERY ON PERSON,ACSO,"(37.7098909, -122.12296724)"
15000 FOOTHILL BL,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.7098909, -122.12296724)"
15000 FOOTHILL BL,SAN LEANDRO,94578,13B,BATTERY ON PERSON,ACSO,"(37.7098909, -122.12296724)"
15000 FOOTHILL BL,SAN LEANDRO,94578,11D,LEWD OR LASCIVIOUS ACTS W/CHILD UNDER 14 YEARS,ACSO,"(37.7098909, -122.12296724)"
15000 FOOTHILL BL,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.7098909, -122.12296724)"
15000 FOOTHILL BL,SAN LEANDRO,94578,13B,INFLICT INJURY UPON CHILD,ACSO,"(37.7098909, -122.12296724)"
15000 FOOTHILL BL,SAN LEANDRO,94578,11C,SEXUAL PENETRATION:FOREIGN OBJECT/ETC:VICTIM UNDER 18 YEARS,ACSO,"(37.7098909, -122.12296724)"
15000 FOOTHILL BL,SAN LEANDRO,94578,11C,ORAL COPULATION WITH PERSON UNDER 18 YEARS,ACSO,"(37.7098909, -122.12296724)"
15000 FREEDOM AV,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.7089715, -122.12404414)"
15000 FREEDOM AV,SAN LEANDRO,94578,13B,BATTERY W/SERIOUS BODILY INJURY,ACSO,"(37.7089715, -122.12404414)"
15000 FREEDOM AV,SAN LEANDRO,94578,13B,BATTERY ON PERSON,ACSO,"(37.7089715, -122.12404414)"
15000 FREEDOM AV,SAN LEANDRO,94578,13B,BATTERY ON PERSON,ACSO,"(37.7089715, -122.12404414)"
15000 FREEDOM AV,SAN LEANDRO,94578,13B,BATTERY ON PERSON,ACSO,"(37.7089715, -122.12404414)"
15000 ROBIN ST,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.70639271, -122.1274451)"
15000 ROBIN ST,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.70601915, -122.12698232)"
1500 150TH AV,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.7068798, -122.12781519)"
1500 150TH AV,SAN LEANDRO,94578,13B,BATTERY ON PERSON,ACSO,"(37.7068798, -122.12781519)"
1500 150TH AV,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.70725907, -122.12733069)"
1500 150TH AV,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.7068798, -122.12781519)"
1500 151ST AV,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.70622928, -122.1258073)"
1500 151ST AV,SAN LEANDRO,94578,13A,WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH,ACSO,"(37.70622928, -122.1258073)"
1500 151ST AV,SAN LEANDRO,94578,13B,WILLFUL CRUELTY TO CHILD,ACSO,"(37.70622928, -122.1258073)"
1500 153RD AV,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.70525279, -122.12467858)"
1500 159TH AV,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.70210725, -122.11862875)"
1500 159TH AV,SAN LEANDRO,94578,13A,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,ACSO,"(37.70203801, -122.11865112)"
1500 159TH AV,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.70203801, -122.11865112)"
1500 159TH AV,SAN LEANDRO,94578,13B,BATTERY W/SERIOUS BODILY INJURY,ACSO,"(37.70203801, -122.11865112)"
1500 159TH AV,SAN LEANDRO,94578,13B,WILLFUL CRUELTY TO CHILD,ACSO,"(37.70210725, -122.11862875)"
1500 159TH AV,SAN LEANDRO,94578,13A,FORCE OR ADW NOT FIREARM:GBI LIKELY,ACSO,"(37.70203801, -122.11865112)"
1500 162ND AV,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69945193, -122.11461688)"
1500 162ND AV,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.69895548, -122.11522448)"
1500 162ND AV,SAN LEANDRO,94578,13A,FORCE OR ADW NOT FIREARM:GBI LIKELY,ACSO,"(37.69945193, -122.11461688)"
1500 162ND AV,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69932214, -122.11481605)"
1500 162ND AV,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69920243, -122.11490324)"
1500 162ND AV,SAN LEANDRO,94578,13B,BATTERY ON PERSON,ACSO,"(37.69920243, -122.11490324)"
1500 162ND AV,SAN LEANDRO,94578,13A,WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH,ACSO,"(37.69895548, -122.11522448)"
1500 162ND AV,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.699221, -122.11492872)"
1500 163RD AV,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69767139, -122.11344372)"
1500 163RD AV,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69767139, -122.11344372)"
1500 163RD AV,SAN LEANDRO,94578,13B,WILLFUL CRUELTY TO CHILD,ACSO,"(37.69767139, -122.11344372)"
1500 163RD AV,SAN LEANDRO,94578,13A,WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH,ACSO,"(37.69767139, -122.11344372)"
1500 163RD AV,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69767139, -122.11344372)"
1500 163RD AV,SAN LEANDRO,94578,13B,OBSTRUCT/RESIST EXECUTIVE OFFICER,ACSO,"(37.69767139, -122.11344372)"
1500 163RD AV,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69767139, -122.11344372)"
1500 163RD AV,SAN LEANDRO,94578,13A,WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH,ACSO,"(37.69767139, -122.11344372)"
1500 164TH AV,SAN LEANDRO,94578,11D,SEXUAL BATTERY -AGAINST VICTIM`S WILL FOR SEXUAL AROUSAL,ACSO,"(37.69673736, -122.11115633)"
1500 164TH AV,SAN LEANDRO,94578,13A,WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH,ACSO,"(37.69673736, -122.11115633)"
1500 164TH AV,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69673736, -122.11115633)"
1500 164TH AV,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69686044, -122.11100733)"
1500 164TH AV,SAN LEANDRO,94578,11A,RAPE BY FORCE/FEAR/ETC,ACSO,"(37.69673736, -122.11115633)"
1500 164TH AV,SAN LEANDRO,94578,13B,WILLFUL CRUELTY TO CHILD,ACSO,"(37.69700258, -122.11088314)"
1500 164TH AV,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69684284, -122.11107716)"
1500 164TH AV,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69700258, -122.11088314)"
1500 164TH AV,SAN LEANDRO,94578,13A,WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH,ACSO,"(37.69684284, -122.11107716)"
1500 164TH AV,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.69700755, -122.11082779)"
1500 164TH AV,SAN LEANDRO,94578,13A,WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH,ACSO,"(37.69700755, -122.11082779)"
1500 164TH AV,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69692197, -122.11093283)"
1500 164TH AV,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.69692197, -122.11093283)"
1500 164TH AV,SAN LEANDRO,94578,13B,BATTERY ON PERSON,ACSO,"(37.69657268, -122.11140574)"
1500 164TH AV,SAN LEANDRO,94578,13B,ASSAULT ON PERSON,ACSO,"(37.69700258, -122.11088314)"
1500 164TH AV,SAN LEANDRO,94578,13A,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,ACSO,"(37.69700755, -122.11082779)"
1500 164TH AV,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69686044, -122.11100733)"
1500 164TH AV,SAN LEANDRO,94578,13B,WILLFUL CRUELTY TO CHILD,ACSO,"(37.69692197, -122.11093283)"
1500 164TH AV,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69692197, -122.11093283)"
1500 164TH AV,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69686044, -122.11100733)"
1500 164TH AV,SAN LEANDRO,94578,13A,WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH,ACSO,"(37.69692197, -122.11093283)"
1500 164TH AV,SAN LEANDRO,94578,13B,BATTERY ON PERSON,ACSO,"(37.69692197, -122.11093283)"
1500 164TH AV,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69692197, -122.11093283)"
1500 164TH AV,SAN LEANDRO,94578,13B,BATTERY ON PERSON,ACSO,"(37.69686044, -122.11100733)"
1500 164TH AV,SAN LEANDRO,94578,13A,FORCE OR ADW NOT FIREARM:GBI LIKELY,ACSO,"(37.69684284, -122.11107716)"
